"MUNICIPIO","CTY","INDUSTRIA","NAICS","UNIDADES","EMPLEO PROMEDIO","SALRIO Total Municipio Primr Trimestre 2022","Promedio"
"San Juan","127","Total Municipio Primer Trimestre 2022 ","","11,556","  244,311 ","  2,295,897,246 ","  9,397 "
"San Juan","127","Agricultura, Bosque, Pesca y Caza        ","11","19","  92 ","  563,023 ","  6,098 "
"San Juan","127","Mineria                                  ","21","2","*","*","*"
"San Juan","127","Electricidad, Agua y Gas                 ","22","14","  865 ","  10,006,574 ","  11,568 "
"San Juan","127","Construcción                             ","23","416","  8,319 ","  56,239,958 ","  6,760 "
"San Juan","127","Manufactura                              ","31-33","231","  4,211 ","  42,956,108 ","  10,201 "
"San Juan","127","Alimentos                                ","311","62","  1,598 ","  12,708,004 ","  7,952 "
"San Juan","127","Productos de Tabaco y Bebidas            ","312","4","  29 ","  156,464 ","  5,395 "
"San Juan","127","Textiles                                 ","313","3","  14 ","  76,255 ","  5,447 "
"San Juan","127","Productos Textiles Excepto Ropa          ","314","3","  11 ","  40,657 ","  3,587 "
"San Juan","127","Ropa                                     ","315","8","  119 ","  509,690 ","  4,283 "
"San Juan","127","Cuero y Productos Relacionados           ","316","2","*","*","*"
"San Juan","127","Productos de Madera                      ","321","8","  153 ","  929,274 ","  6,060 "
"San Juan","127","Papel                                    ","322","1","*","*","*"
"San Juan","127","Imprenta e Industrias Relacionadas       ","323","33","  291 ","  1,747,104 ","  6,011 "
"San Juan","127","Productos de Petróleo y Carbón           ","324","1","*","*","*"
"San Juan","127","Productos Químicos                       ","325","10","  291 ","  13,847,505 ","  47,531 "
"San Juan","127","Productos de Goma y Plásticos            ","326","2","*","*","*"
"San Juan","127","Productos Minerales no Metálicos         ","327","6","  22 ","  131,112 ","  5,960 "
"San Juan","127","Industrias de Materiales Primarios       ","331","2","*","*","*"
"San Juan","127","Productos de Metal                       ","332","19","  421 ","  2,831,168 ","  6,730 "
"San Juan","127","Maquinaria                               ","333","7","*","*","*"
"San Juan","127","Computadora y Productos Electrónicos    ","334","7","  58 ","  998,908 ","  17,322 "
"San Juan","127","Equipo y Aparatos Eléctricos             ","335","11","  200 ","  1,876,692 ","  9,399 "
"San Juan","127","Equipo de Transportación                 ","336","3","  26 ","  117,276 ","  4,454 "
"San Juan","127","Muebles y Productos Relacionados         ","337","16","  158 ","  895,043 ","  5,665 "
"San Juan","127","Industrias Manufactureras Misceláneas    ","339","23","  495 ","  3,898,902 ","  7,877 "
"San Juan","127","Comercio al por Mayor                    ","42","603","  7,379 ","  90,022,854 ","  12,200 "
"San Juan","127","Comercio al Detal                        ","44-45","1,410","  21,532 ","  150,751,630 ","  7,001 "
"San Juan","127","Transportación y Almacenamiento           ","48-49","168","  6,353 ","  60,843,202 ","  9,578 "
"San Juan","127","Información                              ","51","161","  6,575 ","  89,438,158 ","  13,603 "
"San Juan","127","Finanzas y Seguros                       ","52","656","  15,159 ","  225,799,330 ","  14,895 "
"San Juan","127","Bienes Raíces, Renta o Arrendamiento     ","53","494","  7,878 ","  55,884,715 ","  7,094 "
"San Juan","127","Servicios Profesionales y Técnicos       ","54","2,392","  16,373 ","  208,956,388 ","  12,763 "
"San Juan","127","Gerencia de Companías y Empresas         ","55","57","  10,410 ","  213,003,107 ","  20,461 "
"San Juan","127","Servicios Adm. y Desperdicios Sólidos    ","56","544","  28,870 ","  138,750,459 ","  4,806 "
"San Juan","127","Servicios Educativos                     ","61","222","16943","158756939 ","9370 "
"San Juan","127","Servicios de Salud y Asistencia Social   ","62","1,508","  23,858 ","  225,336,296 ","  9,445 "
"San Juan","127","Arte, Entretenimiento y Recreación       ","71","165","  1,358 ","  10,688,844 ","  7,873 "
"San Juan","127","Alojamiento y Servicios de Alimentos     ","72","1,014","  20,568 ","  101,025,103 ","  4,912 "
"San Juan","127","Otros Servicios Excepto Adm. Pública     ","81","1,072","  5,837 ","  36,179,552 ","  6,198 "
"San Juan","127","Administración Pública                   ","92","190","40989","414032961 ","10101 "
"San Juan","127","Otros (Establecimientos no Clasificados) ","99","218","  682 ","  6,135,175 ","  8,991 "
"San Lorenzo","129","Total Municipio Primer Trimestre 2022 ","","289","  4,432 ","  33,153,740 ","  7,481 "
"San Lorenzo","129","Agricultura, Bosque, Pesca y Caza        ","11","10","  37 ","  116,838 ","  3,186 "
"San Lorenzo","129","Mineria                                  ","21","2","*","*","*"
"San Lorenzo","129","Electricidad, Agua y Gas                 ","22","1","*","*","*"
"San Lorenzo","129","Construcción                             ","23","25","  275 ","  1,567,678 ","  5,701 "
"San Lorenzo","129","Manufactura                              ","31-33","17","  1,316 ","  15,801,133 ","  12,004 "
"San Lorenzo","129","Alimentos                                ","311","3","  58 ","  213,833 ","  3,708 "
"San Lorenzo","129","Productos de Tabaco y Bebidas            ","312","1","*","*","*"
"San Lorenzo","129","Textiles                                 ","313","0","0","0","0"
"San Lorenzo","129","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"San Lorenzo","129","Ropa                                     ","315","0","0","0","0"
"San Lorenzo","129","Cuero y Productos Relacionados           ","316","0","0","0","0"
"San Lorenzo","129","Productos de Madera                      ","321","0","0","0","0"
"San Lorenzo","129","Papel                                    ","322","0","0","0","0"
"San Lorenzo","129","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"San Lorenzo","129","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"San Lorenzo","129","Productos Químicos                       ","325","1","*","*","*"
"San Lorenzo","129","Productos de Goma y Plásticos            ","326","0","0","0","0"
"San Lorenzo","129","Productos Minerales no Metálicos         ","327","1","*","*","*"
"San Lorenzo","129","Industrias de Materiales Primarios       ","331","1","*","*","*"
"San Lorenzo","129","Productos de Metal                       ","332","4","  16 ","  64,059 ","  3,922 "
"San Lorenzo","129","Maquinaria                               ","333","1","*","*","*"
"San Lorenzo","129","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"San Lorenzo","129","Equipo y Aparatos Eléctricos             ","335","1","*","*","*"
"San Lorenzo","129","Equipo de Transportación                 ","336","0","0","0","0"
"San Lorenzo","129","Muebles y Productos Relacionados         ","337","3","*","*","*"
"San Lorenzo","129","Industrias Manufactureras Misceláneas    ","339","1","*","*","*"
"San Lorenzo","129","Comercio al por Mayor                    ","42","8","  37 ","  163,336 ","  4,414 "
"San Lorenzo","129","Comercio al Detal                        ","44-45","78","  781 ","  3,794,764 ","  4,857 "
"San Lorenzo","129","Transportación y Almacenamiento           ","48-49","3","  18 ","  232,080 ","  13,137 "
"San Lorenzo","129","Información                              ","51","0","0","0","0"
"San Lorenzo","129","Finanzas y Seguros                       ","52","9","  74 ","  688,852 ","  9,267 "
"San Lorenzo","129","Bienes Raíces, Renta o Arrendamiento     ","53","6","  21 ","  134,069 ","  6,384 "
"San Lorenzo","129","Servicios Profesionales y Técnicos       ","54","15","  51 ","  446,358 ","  8,810 "
"San Lorenzo","129","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"San Lorenzo","129","Servicios Adm. y Desperdicios Sólidos    ","56","10","  146 ","  1,141,279 ","  7,835 "
"San Lorenzo","129","Servicios Educativos                     ","61","5","466","2932056 ","6296 "
"San Lorenzo","129","Servicios de Salud y Asistencia Social   ","62","41","  320 ","  2,067,399 ","  6,467 "
"San Lorenzo","129","Arte, Entretenimiento y Recreación       ","71","2","*","*","*"
"San Lorenzo","129","Alojamiento y Servicios de Alimentos     ","72","34","  326 ","  1,070,443 ","  3,284 "
"San Lorenzo","129","Otros Servicios Excepto Adm. Pública     ","81","10","  46 ","  170,094 ","  3,671 "
"San Lorenzo","129","Administración Pública                   ","92","8","467","2532528 ","5423 "
"San Lorenzo","129","Otros (Establecimientos no Clasificados) ","99","5","  14 ","  22,628 ","  1,579 "
"San Sebastián","131","Total Municipio Primer Trimestre 2022 ","","613","  5,751 ","  26,834,334 ","  4,666 "
"San Sebastián","131","Agricultura, Bosque, Pesca y Caza        ","11","115","  395 ","  1,109,765 ","  2,807 "
"San Sebastián","131","Mineria                                  ","21","0","0","0","0"
"San Sebastián","131","Electricidad, Agua y Gas                 ","22","2","*","*","*"
"San Sebastián","131","Construcción                             ","23","28","  214 ","  840,027 ","  3,919 "
"San Sebastián","131","Manufactura                              ","31-33","33","  313 ","  1,063,589 ","  3,402 "
"San Sebastián","131","Alimentos                                ","311","13","  67 ","  228,763 ","  3,397 "
"San Sebastián","131","Productos de Tabaco y Bebidas            ","312","1","*","*","*"
"San Sebastián","131","Textiles                                 ","313","0","0","0","0"
"San Sebastián","131","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"San Sebastián","131","Ropa                                     ","315","0","0","0","0"
"San Sebastián","131","Cuero y Productos Relacionados           ","316","0","0","0","0"
"San Sebastián","131","Productos de Madera                      ","321","2","*","*","*"
"San Sebastián","131","Papel                                    ","322","0","0","0","0"
"San Sebastián","131","Imprenta e Industrias Relacionadas       ","323","2","*","*","*"
"San Sebastián","131","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"San Sebastián","131","Productos Químicos                       ","325","0","0","0","0"
"San Sebastián","131","Productos de Goma y Plásticos            ","326","0","0","0","0"
"San Sebastián","131","Productos Minerales no Metálicos         ","327","2","*","*","*"
"San Sebastián","131","Industrias de Materiales Primarios       ","331","1","*","*","*"
"San Sebastián","131","Productos de Metal                       ","332","6","  44 ","  149,619 ","  3,375 "
"San Sebastián","131","Maquinaria                               ","333","0","0","0","0"
"San Sebastián","131","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"San Sebastián","131","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"San Sebastián","131","Equipo de Transportación                 ","336","0","0","0","0"
"San Sebastián","131","Muebles y Productos Relacionados         ","337","5","  39 ","  132,437 ","  3,367 "
"San Sebastián","131","Industrias Manufactureras Misceláneas    ","339","1","*","*","*"
"San Sebastián","131","Comercio al por Mayor                    ","42","24","  183 ","  757,949 ","  4,149 "
"San Sebastián","131","Comercio al Detal                        ","44-45","134","  1,363 ","  6,629,944 ","  4,864 "
"San Sebastián","131","Transportación y Almacenamiento           ","48-49","5","  26 ","  292,257 ","  11,098 "
"San Sebastián","131","Información                              ","51","6","  24 ","  114,596 ","  4,842 "
"San Sebastián","131","Finanzas y Seguros                       ","52","15","  121 ","  1,000,256 ","  8,289 "
"San Sebastián","131","Bienes Raíces, Renta o Arrendamiento     ","53","11","  26 ","  193,905 ","  7,555 "
"San Sebastián","131","Servicios Profesionales y Técnicos       ","54","38","  148 ","  1,003,612 ","  6,796 "
"San Sebastián","131","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"San Sebastián","131","Servicios Adm. y Desperdicios Sólidos    ","56","7","*","*","*"
"San Sebastián","131","Servicios Educativos                     ","61","6","757","4649639 ","6139 "
"San Sebastián","131","Servicios de Salud y Asistencia Social   ","62","82","  588 ","  2,919,374 ","  4,965 "
"San Sebastián","131","Arte, Entretenimiento y Recreación       ","71","1","*","*","*"
"San Sebastián","131","Alojamiento y Servicios de Alimentos     ","72","52","  507 ","  1,494,262 ","  2,945 "
"San Sebastián","131","Otros Servicios Excepto Adm. Pública     ","81","26","  80 ","  314,053 ","  3,942 "
"San Sebastián","131","Administración Pública                   ","92","11","494","2685057 ","5435 "
"San Sebastián","131","Otros (Establecimientos no Clasificados) ","99","17","  40 ","  158,729 ","  3,935 "
"Santa Isabel","133","Total Municipio Primer Trimestre 2022 ","","236","  6,100 ","  40,308,273 ","  6,608 "
"Santa Isabel","133","Agricultura, Bosque, Pesca y Caza        ","11","35","  450 ","  1,647,529 ","  3,658 "
"Santa Isabel","133","Mineria                                  ","21","0","0","0","0"
"Santa Isabel","133","Electricidad, Agua y Gas                 ","22","4","  32 ","  364,045 ","  11,376 "
"Santa Isabel","133","Construcción                             ","23","11","  71 ","  360,999 ","  5,084 "
"Santa Isabel","133","Manufactura                              ","31-33","8","*","*","*"
"Santa Isabel","133","Alimentos                                ","311","5","*","*","*"
"Santa Isabel","133","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Santa Isabel","133","Textiles                                 ","313","0","0","0","0"
"Santa Isabel","133","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Santa Isabel","133","Ropa                                     ","315","0","0","0","0"
"Santa Isabel","133","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Santa Isabel","133","Productos de Madera                      ","321","0","0","0","0"
"Santa Isabel","133","Papel                                    ","322","0","0","0","0"
"Santa Isabel","133","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Santa Isabel","133","Productos de Petróleo y Carbón           ","324","1","*","*","*"
"Santa Isabel","133","Productos Químicos                       ","325","0","0","0","0"
"Santa Isabel","133","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Santa Isabel","133","Productos Minerales no Metálicos         ","327","0","0","0","0"
"Santa Isabel","133","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Santa Isabel","133","Productos de Metal                       ","332","0","0","0","0"
"Santa Isabel","133","Maquinaria                               ","333","0","0","0","0"
"Santa Isabel","133","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Santa Isabel","133","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Santa Isabel","133","Equipo de Transportación                 ","336","1","*","*","*"
"Santa Isabel","133","Muebles y Productos Relacionados         ","337","1","*","*","*"
"Santa Isabel","133","Industrias Manufactureras Misceláneas    ","339","0","0","0","0"
"Santa Isabel","133","Comercio al por Mayor                    ","42","8","  406 ","  1,968,276 ","  4,848 "
"Santa Isabel","133","Comercio al Detal                        ","44-45","51","  1,073 ","  5,946,478 ","  5,544 "
"Santa Isabel","133","Transportación y Almacenamiento           ","48-49","5","  31 ","  261,972 ","  8,361 "
"Santa Isabel","133","Información                              ","51","6","  57 ","  561,051 ","  9,901 "
"Santa Isabel","133","Finanzas y Seguros                       ","52","7","  50 ","  332,920 ","  6,703 "
"Santa Isabel","133","Bienes Raíces, Renta o Arrendamiento     ","53","6","  29 ","  170,255 ","  5,871 "
"Santa Isabel","133","Servicios Profesionales y Técnicos       ","54","9","  127 ","  599,434 ","  4,732 "
"Santa Isabel","133","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"Santa Isabel","133","Servicios Adm. y Desperdicios Sólidos    ","56","5","*","*","*"
"Santa Isabel","133","Servicios Educativos                     ","61","3","236","1538401 ","6519 "
"Santa Isabel","133","Servicios de Salud y Asistencia Social   ","62","23","  267 ","  2,058,710 ","  7,720 "
"Santa Isabel","133","Arte, Entretenimiento y Recreación       ","71","0","0","0","0"
"Santa Isabel","133","Alojamiento y Servicios de Alimentos     ","72","36","  732 ","  1,889,403 ","  2,581 "
"Santa Isabel","133","Otros Servicios Excepto Adm. Pública     ","81","6","  12 ","  55,975 ","  4,665 "
"Santa Isabel","133","Administración Pública                   ","92","8","392","1785318 ","4558 "
"Santa Isabel","133","Otros (Establecimientos no Clasificados) ","99","5","  21 ","  121,187 ","  5,864 "
"Toa Alta","135","Total Municipio Primer Trimestre 2022 ","","402","  4,024 ","  21,875,589 ","  5,436 "
"Toa Alta","135","Agricultura, Bosque, Pesca y Caza        ","11","6","  23 ","  69,878 ","  3,038 "
"Toa Alta","135","Mineria                                  ","21","0","0","0","0"
"Toa Alta","135","Electricidad, Agua y Gas                 ","22","2","*","*","*"
"Toa Alta","135","Construcción                             ","23","38","  313 ","  1,693,579 ","  5,417 "
"Toa Alta","135","Manufactura                              ","31-33","37","  360 ","  1,560,611 ","  4,335 "
"Toa Alta","135","Alimentos                                ","311","13","  107 ","  521,915 ","  4,893 "
"Toa Alta","135","Productos de Tabaco y Bebidas            ","312","1","*","*","*"
"Toa Alta","135","Textiles                                 ","313","0","0","0","0"
"Toa Alta","135","Productos Textiles Excepto Ropa          ","314","1","*","*","*"
"Toa Alta","135","Ropa                                     ","315","1","*","*","*"
"Toa Alta","135","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Toa Alta","135","Productos de Madera                      ","321","1","*","*","*"
"Toa Alta","135","Papel                                    ","322","0","0","0","0"
"Toa Alta","135","Imprenta e Industrias Relacionadas       ","323","1","*","*","*"
"Toa Alta","135","Productos de Petróleo y Carbón           ","324","1","*","*","*"
"Toa Alta","135","Productos Químicos                       ","325","0","0","0","0"
"Toa Alta","135","Productos de Goma y Plásticos            ","326","1","*","*","*"
"Toa Alta","135","Productos Minerales no Metálicos         ","327","4","  17 ","  103,841 ","  6,108 "
"Toa Alta","135","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Toa Alta","135","Productos de Metal                       ","332","5","  36 ","  122,925 ","  3,415 "
"Toa Alta","135","Maquinaria                               ","333","0","0","0","0"
"Toa Alta","135","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Toa Alta","135","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Toa Alta","135","Equipo de Transportación                 ","336","0","0","0","0"
"Toa Alta","135","Muebles y Productos Relacionados         ","337","6","  53 ","  230,669 ","  4,352 "
"Toa Alta","135","Industrias Manufactureras Misceláneas    ","339","2","*","*","*"
"Toa Alta","135","Comercio al por Mayor                    ","42","27","  115 ","  880,958 ","  7,661 "
"Toa Alta","135","Comercio al Detal                        ","44-45","83","  852 ","  3,633,178 ","  4,266 "
"Toa Alta","135","Transportación y Almacenamiento           ","48-49","17","  131 ","  1,123,534 ","  8,577 "
"Toa Alta","135","Información                              ","51","2","*","*","*"
"Toa Alta","135","Finanzas y Seguros                       ","52","4","  28 ","  216,197 ","  7,630 "
"Toa Alta","135","Bienes Raíces, Renta o Arrendamiento     ","53","10","  81 ","  436,998 ","  5,373 "
"Toa Alta","135","Servicios Profesionales y Técnicos       ","54","29","  89 ","  875,353 ","  9,872 "
"Toa Alta","135","Gerencia de Companías y Empresas         ","55","1","*","*","*"
"Toa Alta","135","Servicios Adm. y Desperdicios Sólidos    ","56","16","  87 ","  414,978 ","  4,788 "
"Toa Alta","135","Servicios Educativos                     ","61","5","599","3727279 ","6223 "
"Toa Alta","135","Servicios de Salud y Asistencia Social   ","62","55","  366 ","  2,391,703 ","  6,529 "
"Toa Alta","135","Arte, Entretenimiento y Recreación       ","71","5","  10 ","  52,406 ","  5,421 "
"Toa Alta","135","Alojamiento y Servicios de Alimentos     ","72","31","  355 ","  1,265,258 ","  3,561 "
"Toa Alta","135","Otros Servicios Excepto Adm. Pública     ","81","14","  41 ","  252,120 ","  6,100 "
"Toa Alta","135","Administración Pública                   ","92","9","365","1741445 ","4775 "
"Toa Alta","135","Otros (Establecimientos no Clasificados) ","99","11","  52 ","  176,242 ","  3,389 "
"Toa Baja","137","Total Municipio Primer Trimestre 2022 ","","749","  13,409 ","  88,263,176 ","  6,582 "
"Toa Baja","137","Agricultura, Bosque, Pesca y Caza        ","11","3","*","*","*"
"Toa Baja","137","Mineria                                  ","21","1","*","*","*"
"Toa Baja","137","Electricidad, Agua y Gas                 ","22","3","  282 ","  3,425,932 ","  12,134 "
"Toa Baja","137","Construcción                             ","23","47","  919 ","  5,459,755 ","  5,941 "
"Toa Baja","137","Manufactura                              ","31-33","51","  2,077 ","  13,453,594 ","  6,477 "
"Toa Baja","137","Alimentos                                ","311","11","  988 ","  6,483,184 ","  6,560 "
"Toa Baja","137","Productos de Tabaco y Bebidas            ","312","4","*","*","*"
"Toa Baja","137","Textiles                                 ","313","0","0","0","0"
"Toa Baja","137","Productos Textiles Excepto Ropa          ","314","1","*","*","*"
"Toa Baja","137","Ropa                                     ","315","0","0","0","0"
"Toa Baja","137","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Toa Baja","137","Productos de Madera                      ","321","3","  18 ","  130,905 ","  7,140 "
"Toa Baja","137","Papel                                    ","322","0","0","0","0"
"Toa Baja","137","Imprenta e Industrias Relacionadas       ","323","5","  20 ","  112,487 ","  5,720 "
"Toa Baja","137","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Toa Baja","137","Productos Químicos                       ","325","1","*","*","*"
"Toa Baja","137","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Toa Baja","137","Productos Minerales no Metálicos         ","327","4","  74 ","  369,179 ","  5,011 "
"Toa Baja","137","Industrias de Materiales Primarios       ","331","1","*","*","*"
"Toa Baja","137","Productos de Metal                       ","332","5","  241 ","  1,326,389 ","  5,511 "
"Toa Baja","137","Maquinaria                               ","333","5","  69 ","  337,604 ","  4,893 "
"Toa Baja","137","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Toa Baja","137","Equipo y Aparatos Eléctricos             ","335","1","*","*","*"
"Toa Baja","137","Equipo de Transportación                 ","336","2","*","*","*"
"Toa Baja","137","Muebles y Productos Relacionados         ","337","7","  59 ","  260,828 ","  4,421 "
"Toa Baja","137","Industrias Manufactureras Misceláneas    ","339","1","*","*","*"
"Toa Baja","137","Comercio al por Mayor                    ","42","65","  1,523 ","  13,844,976 ","  9,091 "
"Toa Baja","137","Comercio al Detal                        ","44-45","150","  3,252 ","  19,849,969 ","  6,103 "
"Toa Baja","137","Transportación y Almacenamiento           ","48-49","43","  494 ","  5,869,022 ","  11,873 "
"Toa Baja","137","Información                              ","51","7","  43 ","  601,434 ","  13,879 "
"Toa Baja","137","Finanzas y Seguros                       ","52","20","  130 ","  999,630 ","  7,670 "
"Toa Baja","137","Bienes Raíces, Renta o Arrendamiento     ","53","25","  116 ","  1,066,937 ","  9,198 "
"Toa Baja","137","Servicios Profesionales y Técnicos       ","54","50","  199 ","  2,147,115 ","  10,790 "
"Toa Baja","137","Gerencia de Companías y Empresas         ","55","2","*","*","*"
"Toa Baja","137","Servicios Adm. y Desperdicios Sólidos    ","56","32","  860 ","  3,745,731 ","  4,356 "
"Toa Baja","137","Servicios Educativos                     ","61","11","834","5178507 ","6212 "
"Toa Baja","137","Servicios de Salud y Asistencia Social   ","62","82","  603 ","  3,323,104 ","  5,508 "
"Toa Baja","137","Arte, Entretenimiento y Recreación       ","71","7","  16 ","  101,884 ","  6,368 "
"Toa Baja","137","Alojamiento y Servicios de Alimentos     ","72","71","  978 ","  3,562,437 ","  3,641 "
"Toa Baja","137","Otros Servicios Excepto Adm. Pública     ","81","53","  174 ","  769,102 ","  4,429 "
"Toa Baja","137","Administración Pública                   ","92","14","814","4420391 ","5428 "
"Toa Baja","137","Otros (Establecimientos no Clasificados) ","99","12","  25 ","  152,586 ","  6,023 "
"Trujillo Alto","139","Total Municipio Primer Trimestre 2022 ","","601","  10,285 ","  51,954,589 ","  5,052 "
"Trujillo Alto","139","Agricultura, Bosque, Pesca y Caza        ","11","5","  26 ","  108,821 ","  4,132 "
"Trujillo Alto","139","Mineria                                  ","21","1","*","*","*"
"Trujillo Alto","139","Electricidad, Agua y Gas                 ","22","1","*","*","*"
"Trujillo Alto","139","Construcción                             ","23","55","  620 ","  3,605,885 ","  5,816 "
"Trujillo Alto","139","Manufactura                              ","31-33","25","  177 ","  1,225,285 ","  6,910 "
"Trujillo Alto","139","Alimentos                                ","311","5","  25 ","  98,819 ","  3,953 "
"Trujillo Alto","139","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Trujillo Alto","139","Textiles                                 ","313","0","0","0","0"
"Trujillo Alto","139","Productos Textiles Excepto Ropa          ","314","1","*","*","*"
"Trujillo Alto","139","Ropa                                     ","315","1","*","*","*"
"Trujillo Alto","139","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Trujillo Alto","139","Productos de Madera                      ","321","2","*","*","*"
"Trujillo Alto","139","Papel                                    ","322","0","0","0","0"
"Trujillo Alto","139","Imprenta e Industrias Relacionadas       ","323","5","  30 ","  193,103 ","  6,509 "
"Trujillo Alto","139","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Trujillo Alto","139","Productos Químicos                       ","325","1","*","*","*"
"Trujillo Alto","139","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Trujillo Alto","139","Productos Minerales no Metálicos         ","327","1","*","*","*"
"Trujillo Alto","139","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Trujillo Alto","139","Productos de Metal                       ","332","3","  46 ","  223,916 ","  4,903 "
"Trujillo Alto","139","Maquinaria                               ","333","1","*","*","*"
"Trujillo Alto","139","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Trujillo Alto","139","Equipo y Aparatos Eléctricos             ","335","2","*","*","*"
"Trujillo Alto","139","Equipo de Transportación                 ","336","0","0","0","0"
"Trujillo Alto","139","Muebles y Productos Relacionados         ","337","2","*","*","*"
"Trujillo Alto","139","Industrias Manufactureras Misceláneas    ","339","1","*","*","*"
"Trujillo Alto","139","Comercio al por Mayor                    ","42","38","  425 ","  3,055,530 ","  7,189 "
"Trujillo Alto","139","Comercio al Detal                        ","44-45","90","  1,898 ","  8,075,892 ","  4,255 "
"Trujillo Alto","139","Transportación y Almacenamiento           ","48-49","16","  218 ","  1,694,884 ","  7,787 "
"Trujillo Alto","139","Información                              ","51","3","  93 ","  648,373 ","  6,972 "
"Trujillo Alto","139","Finanzas y Seguros                       ","52","12","  86 ","  721,088 ","  8,417 "
"Trujillo Alto","139","Bienes Raíces, Renta o Arrendamiento     ","53","26","  147 ","  896,178 ","  6,083 "
"Trujillo Alto","139","Servicios Profesionales y Técnicos       ","54","73","  304 ","  2,522,034 ","  8,296 "
"Trujillo Alto","139","Gerencia de Companías y Empresas         ","55","1","*","*","*"
"Trujillo Alto","139","Servicios Adm. y Desperdicios Sólidos    ","56","33","  636 ","  2,967,706 ","  4,669 "
"Trujillo Alto","139","Servicios Educativos                     ","61","15","637","3823488 ","6005 "
"Trujillo Alto","139","Servicios de Salud y Asistencia Social   ","62","85","  3,360 ","  13,992,409 ","  4,165 "
"Trujillo Alto","139","Arte, Entretenimiento y Recreación       ","71","6","  13 ","  66,387 ","  5,107 "
"Trujillo Alto","139","Alojamiento y Servicios de Alimentos     ","72","54","  575 ","  2,102,240 ","  3,654 "
"Trujillo Alto","139","Otros Servicios Excepto Adm. Pública     ","81","44","  142 ","  676,060 ","  4,750 "
"Trujillo Alto","139","Administración Pública                   ","92","12","656","3621787 ","5518 "
"Trujillo Alto","139","Otros (Establecimientos no Clasificados) ","99","6","  7 ","  27,242 ","  3,715 "
"Utuado","141","Total Municipio Primer Trimestre 2022 ","","290","  3,633 ","  19,966,318 ","  5,495 "
"Utuado","141","Agricultura, Bosque, Pesca y Caza        ","11","60","  162 ","  402,847 ","  2,487 "
"Utuado","141","Mineria                                  ","21","0","0","0","0"
"Utuado","141","Electricidad, Agua y Gas                 ","22","3","  109 ","  1,137,446 ","  10,435 "
"Utuado","141","Construcción                             ","23","12","  71 ","  223,377 ","  3,146 "
"Utuado","141","Manufactura                              ","31-33","11","  172 ","  648,061 ","  3,768 "
"Utuado","141","Alimentos                                ","311","5","  68 ","  201,535 ","  2,964 "
"Utuado","141","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Utuado","141","Textiles                                 ","313","0","0","0","0"
"Utuado","141","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Utuado","141","Ropa                                     ","315","1","*","*","*"
"Utuado","141","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Utuado","141","Productos de Madera                      ","321","1","*","*","*"
"Utuado","141","Papel                                    ","322","1","*","*","*"
"Utuado","141","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Utuado","141","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Utuado","141","Productos Químicos                       ","325","0","0","0","0"
"Utuado","141","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Utuado","141","Productos Minerales no Metálicos         ","327","1","*","*","*"
"Utuado","141","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Utuado","141","Productos de Metal                       ","332","2","*","*","*"
"Utuado","141","Maquinaria                               ","333","0","0","0","0"
"Utuado","141","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Utuado","141","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
